Company,Sector,ESG Topic,Extracted Claim,Sentiment Score,Specificity Score,Greenwashing Risk Score,Doc,Page
intel_esg,Unknown,Biodiversity & Land Use,"Impacts on biodiversity
Indicate whether your organization undertakes this type of assessment
Value chain stage(s) covered
No, but we plan to within the next two years
Portfolio activity
<Not Applicable>
Tools and methods to assess impacts and/or dependencies on biodiversity
<Not Applicable>
Please explain how the tools and methods are implemented and provide an indication of the associated outcome(s)
<Not Applicable>
Dependencies on biodiversity
<InNdoitc Aatpep wlichaebtlhe>e r your organization undertakes this type of assessment
Value chain stage(s) covered
No, but we plan to within the nex",0.731,0.3,0.678,intel_esg.pdf,392
intel_esg,Unknown,Business Ethics & Compliance,"Contents Introduction Our Business People Sustainability Technology Appendix
We maintain a robust process for reporting misconduct, and our
policies encourage employees to raise questions and concerns about
In 2025, for the 15th year, Ethisphere
policies or procedures without fear of retaliation. We maintain multiple The Intel Values
channels for employees and others to report concerns, including reporting Institute named Intel to its annual list
and Code of Conduct
anonymously, as permitted by applicable law around the world. The
of the World’s Most Ethical Companies.
anonymous reporting chan",0.018,0.53,0.419,intel_esg.pdf,10
intel_esg,Unknown,Data Security & Privacy,"2024 Intel Political Contributions
Payments to Trade Associations and Business Organizations
This list includes membership payments for U.S. trade associations and business organizations, including 501(c)(4), 501(c)(6),
and other non‐profit organizations, of $1,000 or more in 2024. This is not a comprehensive list of all the organizations Intel is
a member of, and specifically does not include our memberships in 501(c)(3) non‐profit groups or specific event sponsorships
such as conferences. In addition, some of the totals listed below include more than one year of membership dues as a result
o",0.5,0.73,0.344,intel_esg.pdf,102
intel_esg,Unknown,Data Security & Privacy,"2022 Intel Political Contributions
Portion of Membership Dues Used for Political Advocacy
For membership dues payments to trade associations and other tax-exempt organizations over $50,000, we
request the percentage of membership dues used for political advocacy purposes, as reportable under the
Internal Revenue Code section 162(e). The estimated percentage of dues used for political advocacy purposes
is provided to us by the organization. For more information, read the Public Policy and Political Accountability
section of our 2022-23 Corporate Responsibility Report, available at www.intel.com",0.5,0.73,0.344,intel_esg.pdf,131
intel_esg,Unknown,Data Security & Privacy,"2021 Intel Political Contributions
Portion of Membership Dues Used for Political Advocacy
For membership dues payments to trade associations and other tax-exempt organizations over $50,000, we
request the percentage of membership dues used for political advocacy purposes, as reportable under the
Internal Revenue Code section 162(e). The estimated percentage of dues used for political advocacy purposes
is provided to us by the organization. For more information, read the Public Policy and Political Accountability
section of our 2021-22 Corporate Responsibility Report, available at www.intel.com",0.5,0.73,0.344,intel_esg.pdf,137
intel_esg,Unknown,"Diversity, Equity & Inclusion","Contents Introduction Our Business People Sustainability Technology Appendix
Our Culture
We work to cultivate a culture of belonging that drives our innovation,
US Workforce Representation Data1 Undesired Turnover
agility, and competitiveness. This is essential for attracting, retaining,
and advancing top talent, which directly influences our ability to innovate
Group 2022 2023 2024 Group 2022 2023 2024
and enhance our products. Openly sharing our data keeps us accountable
and allows us to assess our progress. Our commitment is to create a Women 25.9% 25.9% 25.5% Global Overall 5.6% 5.6% 5.9%
",0.982,0.63,0.6,intel_esg.pdf,16
intel_esg,Unknown,"Diversity, Equity & Inclusion","GRI Content Index, Continued
GRI Standard Disclosure Location Omission Reason/Explanation
GRI 400 Social Standards Series
Occupational Health and Safety
403-5 Worker training on occupational health and safety 2023-24 Corporate Responsibility Report, p 42-44
2024-25 Corporate Responsibility Report, p 23
403-6 Promotion of worker health 2023-24 Corporate Responsibility Report, p 42-44
2024-25 Corporate Responsibility Report, p 23
403-7 Prevention and mitigation of occupational health and 2023-24 Corporate Responsibility Report, p 42-44
GRI 403: safety impacts directly linked by business relation",0.5,0.63,0.479,intel_esg.pdf,65
intel_esg,Unknown,"Diversity, Equity & Inclusion","Contents Introduction Our Business People Sustainability Technology Appendix
Employee Engagement
We believe that fostering an inclusive culture is multifaceted and
fundamental to driving innovation and collective success. By embracing
a wide range of perspectives and experiences, we cultivate a sense
of belonging that allows our employees to bring their authentic 90% of employees responded
selves to work.
“Intel provides a safe and
Through regular engagement surveys, employees can voice their
inclusive workplace for
perceptions of the company, their work performance, and culture. These
surveys",1.0,0.53,0.739,intel_esg.pdf,17
intel_esg,Unknown,"Diversity, Equity & Inclusion","Contents Introduction Our Business People Sustainability Technology Appendix
Intel Foundation and Corporate Philanthropy
Through corporate philanthropy, Intel funds innovative initiatives
Foundation and Corporate Giving
in education, technology for good, workforce development,
2024 Contributions (in millions)
and sustainability.
Forms of Giving US International Total
The Intel Foundation aspires to inclusively reach our global communities
and positively inspire the next generation of innovators with unique K-12 Corporate Cash $34.8 $17.5 $52.3
and higher education science, technology, engineer",0.5,0.43,0.549,intel_esg.pdf,20
intel_esg,Unknown,"Diversity, Equity & Inclusion","Contents Introduction Our Business People Sustainability Technology Appendix
Making Technology Fully Inclusive Expanding AI Access and Opportunities Fostering AI Fluency for the Public
and Expanding Digital Readiness As AI becomes more integrated into work and more advanced As governments create national AI strategies to develop a sustainable,
Intel has a long history of creating and supporting education and applications are developed, expanding access to local AI quickly and inclusive, positive impact on their citizens, improving public awareness
workforce development programs, and remains co",0.982,0.43,0.67,intel_esg.pdf,46
intel_esg,Unknown,Energy Management,"we will continue to explore additional locations to increase renewable electricity purchasing, with the ultimate goal of
reaching 100% by 2030.
The cost to realize is determined based on total investment in energy conservation projects. In the last two years, we have
invested almost $51 million in energy conservation projects in our global operations, resulting in cumulative savings of
Capopmromxeimnta tely 970 million kWh. The cost to realize is not an annual investment. The dollars invested were spent over the
course of several years.
The cost to realize is not an annual investment. The doll",0.881,0.79,0.644,intel_esg.pdf,276
intel_esg,Unknown,Energy Management,"Lniostt r tehpeo artcitnigo nresn wewhiacbhl ec oelnetcrtirbicuittye do nm tohset e tloe catcrhiciietyv ignrgid t hfoirs otaurrg Ceots ta Rica site in this CDP report. The global total renewable
electricity including Costa Rica is 93%.
<CN4o.2t Abp plicable>
(C4.2b) Provide details of any other climate-related targets, including methane reduction targets.
Target reference number
Year target was set
Oth 1
Target coverage
2020
Target type: absolute or intensity
Company-wide
Target type: category & Metric (target numerator if reporting an intensity target)
Absolute
Target denominator (intensity t",1.0,0.79,0.512,intel_esg.pdf,303
intel_esg,Unknown,Energy Management,"2020 Intel Political Contributions
Portion of Membership Dues Used for Political Advocacy
For membership dues payments to trade associations and other tax-exempt organizations over $50,000, we
request the percentage of membership dues used for political advocacy purposes, as reportable under the
Internal Revenue Code section 162(e). The estimated percentage of dues used for political advocacy purposes is
provided to us by the organization. For more information, read the Public Policy and Political Accountability
section of our 2020-21 Corporate Responsibility Report, available at www.intel.com",0.5,0.71,0.402,intel_esg.pdf,147
